mode,date,day_of_week,bound,min_delay,min_gap,location
Bus,2024-01-01,Monday,N,10,20,OTHER
Bus,2024-01-01,Monday,NA,20,40,OTHER
Bus,2024-01-01,Monday,NA,0,0,OTHER
Bus,2024-01-01,Monday,N,0,0,OTHER
Bus,2024-01-01,Monday,NA,0,0,OTHER
Bus,2024-01-01,Monday,N,8,16,OTHER
Bus,2024-01-01,Monday,S,20,20,OTHER
Bus,2024-01-01,Monday,N,21,42,OTHER
Bus,2024-01-01,Monday,W,10,20,OTHER
Bus,2024-01-01,Monday,W,0,0,OTHER
Bus,2024-01-01,Monday,E,30,60,OTHER
Bus,2024-01-01,Monday,W,0,0,OTHER
Bus,2024-01-01,Monday,NA,25,50,OTHER
Bus,2024-01-01,Monday,NA,0,0,OTHER
Bus,2024-01-01,Monday,N,30,60,OTHER
Bus,2024-01-01,Monday,E,0,0,OTHER
Bus,2024-01-01,Monday,W,18,38,DUNDAS
Bus,2024-01-01,Monday,S,20,40,OTHER
Bus,2024-01-01,Monday,S,20,110,DUNDAS
Bus,2024-01-01,Monday,W,23,46,OTHER
Bus,2024-01-01,Monday,W,12,24,OTHER
Bus,2024-01-01,Monday,N,21,42,OTHER
Bus,2024-01-01,Monday,E,14,28,OTHER
Bus,2024-01-01,Monday,NA,780,793,OTHER
Bus,2024-01-01,Monday,NA,20,40,OTHER
Bus,2024-01-01,Monday,S,8,16,OTHER
Bus,2024-01-01,Monday,S,30,60,OTHER
Bus,2024-01-01,Monday,NA,0,0,OTHER
Bus,2024-01-01,Monday,NA,30,60,OTHER
Bus,2024-01-01,Monday,W,15,30,OTHER
Bus,2024-01-01,Monday,N,10,20,OTHER
Bus,2024-01-01,Monday,N,10,20,OTHER
Bus,2024-01-01,Monday,N,24,48,OTHER
Bus,2024-01-01,Monday,W,11,15,OTHER
Bus,2024-01-01,Monday,NA,14,28,OTHER
Bus,2024-01-01,Monday,NA,25,50,OTHER
Bus,2024-01-01,Monday,S,55,110,OTHER
Bus,2024-01-01,Monday,W,30,60,OTHER
Bus,2024-01-01,Monday,NA,52,62,OTHER
Bus,2024-01-01,Monday,E,8,16,OTHER
Bus,2024-01-01,Monday,E,15,30,OTHER
Bus,2024-01-01,Monday,NA,10,20,OTHER
Bus,2024-01-01,Monday,N,22,44,OTHER
Bus,2024-01-01,Monday,W,0,0,OTHER
Bus,2024-01-01,Monday,S,10,20,OTHER
Bus,2024-01-01,Monday,W,15,35,OTHER
Bus,2024-01-01,Monday,W,6,34,OTHER
Bus,2024-01-01,Monday,W,7,15,OTHER
Bus,2024-01-01,Monday,E,10,20,OTHER
Bus,2024-01-01,Monday,NA,10,20,OTHER
Bus,2024-01-01,Monday,E,10,20,OTHER
Bus,2024-01-01,Monday,N,12,24,OTHER
Bus,2024-01-01,Monday,W,10,20,OTHER
Bus,2024-01-01,Monday,W,20,40,OTHER
Bus,2024-01-01,Monday,W,20,40,OTHER
Bus,2024-01-01,Monday,S,20,40,OTHER
Bus,2024-01-01,Monday,NA,12,24,OTHER
Bus,2024-01-01,Monday,NA,350,360,OTHER
Bus,2024-01-01,Monday,W,8,16,OTHER
Bus,2024-01-01,Monday,S,10,20,OTHER
Bus,2024-01-01,Monday,W,30,60,OTHER
Bus,2024-01-01,Monday,S,7,14,OTHER
Bus,2024-01-01,Monday,N,30,60,OTHER
Bus,2024-01-01,Monday,E,20,40,OTHER
Bus,2024-01-01,Monday,W,45,90,OTHER
Bus,2024-01-01,Monday,E,20,40,OTHER
Bus,2024-01-01,Monday,N,12,24,OTHER
Bus,2024-01-01,Monday,N,56,72,OTHER
Bus,2024-01-01,Monday,W,12,24,OTHER
Bus,2024-01-01,Monday,NA,0,0,OTHER
Bus,2024-01-01,Monday,E,5,10,OTHER
Bus,2024-01-01,Monday,N,28,53,OTHER
Bus,2024-01-01,Monday,E,141,148,OTHER
Bus,2024-01-01,Monday,NA,10,49,OTHER
Bus,2024-01-01,Monday,W,28,56,OTHER
Bus,2024-01-01,Monday,E,10,20,OTHER
Bus,2024-01-01,Monday,E,17,34,OTHER
Bus,2024-01-01,Monday,W,5,10,OTHER
Bus,2024-01-01,Monday,W,10,20,OTHER
Bus,2024-01-01,Monday,E,10,20,OTHER
Bus,2024-01-01,Monday,W,90,60,OTHER
Bus,2024-01-01,Monday,W,20,40,OTHER
Bus,2024-01-01,Monday,N,0,0,OTHER
Bus,2024-01-01,Monday,W,24,48,OTHER
Bus,2024-01-01,Monday,E,15,30,OTHER
Bus,2024-01-01,Monday,E,15,30,OTHER
Bus,2024-01-01,Monday,S,25,50,OTHER
Bus,2024-01-01,Monday,S,60,90,OTHER
Bus,2024-01-01,Monday,N,60,75,OTHER
Bus,2024-01-01,Monday,N,640,660,OTHER
Bus,2024-01-01,Monday,S,76,86,OTHER
Bus,2024-01-01,Monday,S,63,83,OTHER
Bus,2024-01-01,Monday,W,63,93,OTHER
Bus,2024-01-01,Monday,N,60,85,OTHER
Bus,2024-01-01,Monday,N,60,120,OTHER
Bus,2024-01-01,Monday,N,22,44,OTHER
Bus,2024-01-01,Monday,W,30,60,OTHER
Bus,2024-01-01,Monday,S,20,40,OTHER
Bus,2024-01-01,Monday,E,80,60,DUNDAS
Bus,2024-01-01,Monday,NA,24,48,OTHER
Bus,2024-01-02,Tuesday,N,0,0,OTHER
Bus,2024-01-02,Tuesday,N,30,60,OTHER
Bus,2024-01-02,Tuesday,N,7,16,OTHER
Bus,2024-01-02,Tuesday,S,8,15,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,S,7,15,OTHER
Bus,2024-01-02,Tuesday,NA,7,15,OTHER
Bus,2024-01-02,Tuesday,NA,31,57,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,S,20,30,OTHER
Bus,2024-01-02,Tuesday,NA,7,14,OTHER
Bus,2024-01-02,Tuesday,S,10,25,OTHER
Bus,2024-01-02,Tuesday,NA,8,16,OTHER
Bus,2024-01-02,Tuesday,NA,20,34,OTHER
Bus,2024-01-02,Tuesday,NA,9,20,OTHER
Bus,2024-01-02,Tuesday,W,19,42,OTHER
Bus,2024-01-02,Tuesday,NA,8,15,OTHER
Bus,2024-01-02,Tuesday,E,8,16,OTHER
Bus,2024-01-02,Tuesday,W,10,23,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,NA,7,13,OTHER
Bus,2024-01-02,Tuesday,NA,20,20,OTHER
Bus,2024-01-02,Tuesday,NA,10,20,OTHER
Bus,2024-01-02,Tuesday,S,10,17,OTHER
Bus,2024-01-02,Tuesday,W,9,18,OTHER
Bus,2024-01-02,Tuesday,S,9,16,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,N,10,20,DUNDAS
Bus,2024-01-02,Tuesday,S,10,20,DUNDAS
Bus,2024-01-02,Tuesday,N,27,54,OTHER
Bus,2024-01-02,Tuesday,S,38,45,OTHER
Bus,2024-01-02,Tuesday,N,24,48,OTHER
Bus,2024-01-02,Tuesday,NA,6,12,OTHER
Bus,2024-01-02,Tuesday,S,38,58,OTHER
Bus,2024-01-02,Tuesday,S,38,45,OTHER
Bus,2024-01-02,Tuesday,N,9,18,OTHER
Bus,2024-01-02,Tuesday,S,16,32,OTHER
Bus,2024-01-02,Tuesday,S,6,12,OTHER
Bus,2024-01-02,Tuesday,W,15,31,OTHER
Bus,2024-01-02,Tuesday,W,15,30,OTHER
Bus,2024-01-02,Tuesday,NA,9,18,OTHER
Bus,2024-01-02,Tuesday,NA,5,10,OTHER
Bus,2024-01-02,Tuesday,NA,4,13,OTHER
Bus,2024-01-02,Tuesday,W,11,22,OTHER
Bus,2024-01-02,Tuesday,NA,182,197,OTHER
Bus,2024-01-02,Tuesday,NA,11,22,OTHER
Bus,2024-01-02,Tuesday,NA,10,20,OTHER
Bus,2024-01-02,Tuesday,N,15,30,OTHER
Bus,2024-01-02,Tuesday,NA,11,22,OTHER
Bus,2024-01-02,Tuesday,E,9,24,OTHER
Bus,2024-01-02,Tuesday,NA,5,12,OTHER
Bus,2024-01-02,Tuesday,E,0,0,OTHER
Bus,2024-01-02,Tuesday,NA,9,18,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,N,12,24,OTHER
Bus,2024-01-02,Tuesday,W,11,22,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,E,12,24,DUNDAS
Bus,2024-01-02,Tuesday,W,20,40,OTHER
Bus,2024-01-02,Tuesday,E,20,40,OTHER
Bus,2024-01-02,Tuesday,E,18,39,OTHER
Bus,2024-01-02,Tuesday,S,15,30,OTHER
Bus,2024-01-02,Tuesday,N,28,56,OTHER
Bus,2024-01-02,Tuesday,S,22,44,OTHER
Bus,2024-01-02,Tuesday,NA,16,32,OTHER
Bus,2024-01-02,Tuesday,N,8,16,OTHER
Bus,2024-01-02,Tuesday,S,20,40,OTHER
Bus,2024-01-02,Tuesday,W,11,22,OTHER
Bus,2024-01-02,Tuesday,W,18,36,OTHER
Bus,2024-01-02,Tuesday,S,9,19,OTHER
Bus,2024-01-02,Tuesday,N,8,16,OTHER
Bus,2024-01-02,Tuesday,E,20,40,OTHER
Bus,2024-01-02,Tuesday,S,55,110,OTHER
Bus,2024-01-02,Tuesday,N,8,16,OTHER
Bus,2024-01-02,Tuesday,N,456,462,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,N,9,19,DUNDAS
Bus,2024-01-02,Tuesday,W,20,40,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,N,12,24,OTHER
Bus,2024-01-02,Tuesday,W,19,39,OTHER
Bus,2024-01-02,Tuesday,S,22,44,OTHER
Bus,2024-01-02,Tuesday,S,8,15,OTHER
Bus,2024-01-02,Tuesday,W,26,52,OTHER
Bus,2024-01-02,Tuesday,S,6,17,OTHER
Bus,2024-01-02,Tuesday,N,12,24,OTHER
Bus,2024-01-02,Tuesday,S,30,30,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,W,0,0,OTHER
Bus,2024-01-02,Tuesday,NA,25,50,OTHER
Bus,2024-01-02,Tuesday,N,12,24,OTHER
Bus,2024-01-02,Tuesday,S,13,13,DUNDAS
Bus,2024-01-02,Tuesday,NA,11,22,OTHER
Bus,2024-01-02,Tuesday,NA,25,50,OTHER
Bus,2024-01-02,Tuesday,W,25,50,OTHER
Bus,2024-01-02,Tuesday,NA,12,24,OTHER
Bus,2024-01-02,Tuesday,W,12,24,OTHER
Bus,2024-01-02,Tuesday,S,0,0,OTHER
Bus,2024-01-02,Tuesday,W,12,24,OTHER
Bus,2024-01-02,Tuesday,W,10,20,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,N,25,50,OTHER
Bus,2024-01-02,Tuesday,N,11,23,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,E,14,28,OTHER
Bus,2024-01-02,Tuesday,E,15,30,OTHER
Bus,2024-01-02,Tuesday,W,7,15,OTHER
Bus,2024-01-02,Tuesday,N,8,16,OTHER
Bus,2024-01-02,Tuesday,W,13,26,OTHER
Bus,2024-01-02,Tuesday,NA,117,127,OTHER
Bus,2024-01-02,Tuesday,E,20,40,OTHER
Bus,2024-01-02,Tuesday,W,12,24,OTHER
Bus,2024-01-02,Tuesday,E,15,30,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,E,9,18,OTHER
Bus,2024-01-02,Tuesday,NA,14,28,OTHER
Bus,2024-01-02,Tuesday,S,12,24,YORKDALE
Bus,2024-01-02,Tuesday,NA,20,40,OTHER
Bus,2024-01-02,Tuesday,N,12,24,OTHER
Bus,2024-01-02,Tuesday,S,7,14,OTHER
Bus,2024-01-02,Tuesday,NA,6,12,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,N,9,18,OTHER
Bus,2024-01-02,Tuesday,E,15,32,OTHER
Bus,2024-01-02,Tuesday,S,12,24,OTHER
Bus,2024-01-02,Tuesday,E,13,26,OTHER
Bus,2024-01-02,Tuesday,N,9,18,OTHER
Bus,2024-01-02,Tuesday,W,10,20,OTHER
Bus,2024-01-02,Tuesday,W,10,20,OTHER
Bus,2024-01-02,Tuesday,E,24,48,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,N,20,40,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,W,0,0,OTHER
Bus,2024-01-02,Tuesday,E,51,71,OTHER
Bus,2024-01-02,Tuesday,W,15,30,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,S,28,56,OTHER
Bus,2024-01-02,Tuesday,S,28,56,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,W,12,24,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,W,60,72,OTHER
Bus,2024-01-02,Tuesday,S,15,30,OTHER
Bus,2024-01-02,Tuesday,N,8,16,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,E,20,40,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,E,20,40,OTHER
Bus,2024-01-02,Tuesday,S,13,26,OTHER
Bus,2024-01-02,Tuesday,E,8,16,OTHER
Bus,2024-01-02,Tuesday,NA,20,40,OTHER
Bus,2024-01-02,Tuesday,E,10,20,OTHER
Bus,2024-01-02,Tuesday,W,10,20,OTHER
Bus,2024-01-02,Tuesday,W,16,32,OTHER
Bus,2024-01-02,Tuesday,W,20,40,OTHER
Bus,2024-01-02,Tuesday,S,10,20,OTHER
Bus,2024-01-02,Tuesday,N,10,20,OTHER
Bus,2024-01-02,Tuesday,NA,12,24,OTHER
Bus,2024-01-02,Tuesday,N,189,209,OTHER
Bus,2024-01-02,Tuesday,N,30,60,OTHER
Bus,2024-01-02,Tuesday,N,0,0,OTHER
Bus,2024-01-02,Tuesday,W,12,24,OTHER
Bus,2024-01-02,Tuesday,E,101,121,OTHER
Bus,2024-01-02,Tuesday,W,30,40,OTHER
Bus,2024-01-02,Tuesday,W,10,20,OTHER
Bus,2024-01-02,Tuesday,NA,0,0,OTHER
Bus,2024-01-02,Tuesday,N,9,1,OTHER
Bus,2024-01-02,Tuesday,N,35,47,OTHER
Bus,2024-01-02,Tuesday,NA,20,40,OTHER
Bus,2024-01-02,Tuesday,S,20,40,OTHER
Bus,2024-01-03,Wednesday,NA,8,16,OTHER
Bus,2024-01-03,Wednesday,N,30,60,OTHER
Bus,2024-01-03,Wednesday,W,20,40,OTHER
Bus,2024-01-03,Wednesday,S,0,0,OTHER
Bus,2024-01-03,Wednesday,N,30,60,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,N,0,0,OTHER
Bus,2024-01-03,Wednesday,N,0,15,OTHER
Bus,2024-01-03,Wednesday,E,7,15,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,W,12,24,OTHER
Bus,2024-01-03,Wednesday,W,8,17,OTHER
Bus,2024-01-03,Wednesday,E,20,40,OTHER
Bus,2024-01-03,Wednesday,E,5,10,OTHER
Bus,2024-01-03,Wednesday,E,8,16,OTHER
Bus,2024-01-03,Wednesday,E,5,10,OTHER
Bus,2024-01-03,Wednesday,S,7,15,OTHER
Bus,2024-01-03,Wednesday,W,0,0,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,S,11,22,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,S,30,50,OTHER
Bus,2024-01-03,Wednesday,S,5,10,OTHER
Bus,2024-01-03,Wednesday,E,8,16,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,NA,3,13,OTHER
Bus,2024-01-03,Wednesday,E,7,15,OTHER
Bus,2024-01-03,Wednesday,E,7,13,OTHER
Bus,2024-01-03,Wednesday,NA,15,30,OTHER
Bus,2024-01-03,Wednesday,S,15,30,OTHER
Bus,2024-01-03,Wednesday,S,109,131,OTHER
Bus,2024-01-03,Wednesday,E,9,18,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,NA,7,13,OTHER
Bus,2024-01-03,Wednesday,E,8,16,OTHER
Bus,2024-01-03,Wednesday,E,9,18,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,W,9,18,OTHER
Bus,2024-01-03,Wednesday,NA,9,18,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,N,13,26,OTHER
Bus,2024-01-03,Wednesday,W,7,14,DUNDAS
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,E,11,20,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,W,8,16,OTHER
Bus,2024-01-03,Wednesday,E,20,40,OTHER
Bus,2024-01-03,Wednesday,S,16,32,OTHER
Bus,2024-01-03,Wednesday,S,25,50,OTHER
Bus,2024-01-03,Wednesday,S,25,50,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,N,15,30,OTHER
Bus,2024-01-03,Wednesday,E,20,40,OTHER
Bus,2024-01-03,Wednesday,NA,25,50,OTHER
Bus,2024-01-03,Wednesday,N,20,40,OTHER
Bus,2024-01-03,Wednesday,S,24,48,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,W,0,0,OTHER
Bus,2024-01-03,Wednesday,NA,40,80,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,E,14,28,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,S,7,14,OTHER
Bus,2024-01-03,Wednesday,W,20,40,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,W,17,30,OTHER
Bus,2024-01-03,Wednesday,E,15,30,DUNDAS
Bus,2024-01-03,Wednesday,E,8,16,OTHER
Bus,2024-01-03,Wednesday,NA,17,34,OTHER
Bus,2024-01-03,Wednesday,W,30,30,OTHER
Bus,2024-01-03,Wednesday,W,12,24,OTHER
Bus,2024-01-03,Wednesday,E,13,26,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,N,9,18,OTHER
Bus,2024-01-03,Wednesday,N,31,58,OTHER
Bus,2024-01-03,Wednesday,W,15,30,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,E,23,46,OTHER
Bus,2024-01-03,Wednesday,NA,20,40,OTHER
Bus,2024-01-03,Wednesday,W,20,40,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,NA,12,24,OTHER
Bus,2024-01-03,Wednesday,E,28,56,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,E,17,34,OTHER
Bus,2024-01-03,Wednesday,N,24,48,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,S,18,36,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,E,9,18,OTHER
Bus,2024-01-03,Wednesday,N,31,41,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,W,25,50,OTHER
Bus,2024-01-03,Wednesday,W,9,18,OTHER
Bus,2024-01-03,Wednesday,E,12,24,OTHER
Bus,2024-01-03,Wednesday,E,12,24,OTHER
Bus,2024-01-03,Wednesday,E,20,40,OTHER
Bus,2024-01-03,Wednesday,W,14,28,OTHER
Bus,2024-01-03,Wednesday,S,11,22,OTHER
Bus,2024-01-03,Wednesday,NA,12,24,DUNDAS
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,S,229,249,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,S,220,253,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,E,8,16,OTHER
Bus,2024-01-03,Wednesday,S,11,22,OTHER
Bus,2024-01-03,Wednesday,S,11,22,OTHER
Bus,2024-01-03,Wednesday,W,215,233,OTHER
Bus,2024-01-03,Wednesday,S,11,22,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,N,24,48,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,N,8,15,OTHER
Bus,2024-01-03,Wednesday,S,9,18,OTHER
Bus,2024-01-03,Wednesday,NA,24,48,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,S,12,24,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,S,9,18,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,W,10,20,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,E,20,40,OTHER
Bus,2024-01-03,Wednesday,N,11,22,OTHER
Bus,2024-01-03,Wednesday,N,18,36,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,N,15,30,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,S,10,20,OTHER
Bus,2024-01-03,Wednesday,E,15,30,OTHER
Bus,2024-01-03,Wednesday,N,12,24,OTHER
Bus,2024-01-03,Wednesday,W,12,24,OTHER
Bus,2024-01-03,Wednesday,W,7,14,OTHER
Bus,2024-01-03,Wednesday,E,12,24,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,W,20,40,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,W,30,60,OTHER
Bus,2024-01-03,Wednesday,E,15,30,OTHER
Bus,2024-01-03,Wednesday,N,12,24,OTHER
Bus,2024-01-03,Wednesday,N,8,16,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,S,9,18,OTHER
Bus,2024-01-03,Wednesday,W,6,11,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,E,12,24,OTHER
Bus,2024-01-03,Wednesday,S,8,16,OTHER
Bus,2024-01-03,Wednesday,S,20,40,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-03,Wednesday,NA,20,40,OTHER
Bus,2024-01-03,Wednesday,NA,25,50,OTHER
Bus,2024-01-03,Wednesday,W,15,30,OTHER
Bus,2024-01-03,Wednesday,NA,20,40,OTHER
Bus,2024-01-03,Wednesday,E,10,20,OTHER
Bus,2024-01-03,Wednesday,NA,15,30,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,NA,30,60,OTHER
Bus,2024-01-03,Wednesday,NA,15,30,DUNDAS
Bus,2024-01-03,Wednesday,W,24,48,OTHER
Bus,2024-01-03,Wednesday,NA,140,160,OTHER
Bus,2024-01-03,Wednesday,NA,0,0,OTHER
Bus,2024-01-03,Wednesday,NA,10,20,OTHER
Bus,2024-01-03,Wednesday,N,10,20,OTHER
Bus,2024-01-04,Thursday,E,30,30,OTHER
Bus,2024-01-04,Thursday,E,20,40,OTHER
Bus,2024-01-04,Thursday,N,24,24,OTHER
Bus,2024-01-04,Thursday,S,5,10,OTHER
Bus,2024-01-04,Thursday,E,20,40,OTHER
Bus,2024-01-04,Thursday,NA,0,0,OTHER
Bus,2024-01-04,Thursday,W,30,30,OTHER
Bus,2024-01-04,Thursday,E,30,60,OTHER
Bus,2024-01-04,Thursday,S,30,60,OTHER
Bus,2024-01-04,Thursday,NA,8,15,OTHER
Bus,2024-01-04,Thursday,W,8,16,OTHER
Bus,2024-01-04,Thursday,S,28,35,OTHER
Bus,2024-01-04,Thursday,NA,7,15,OTHER
Bus,2024-01-04,Thursday,E,20,40,OTHER
Bus,2024-01-04,Thursday,NA,16,31,OTHER
Bus,2024-01-04,Thursday,S,10,30,OTHER
Bus,2024-01-04,Thursday,W,15,39,OTHER
Bus,2024-01-04,Thursday,S,12,26,OTHER
Bus,2024-01-04,Thursday,E,7,13,OTHER
Bus,2024-01-04,Thursday,S,11,22,OTHER
Bus,2024-01-04,Thursday,N,21,42,OTHER
Bus,2024-01-04,Thursday,E,15,30,OTHER
Bus,2024-01-04,Thursday,W,8,16,OTHER
Bus,2024-01-04,Thursday,S,10,20,OTHER
Bus,2024-01-04,Thursday,S,10,18,OTHER
Bus,2024-01-04,Thursday,W,10,20,OTHER
Bus,2024-01-04,Thursday,NA,6,12,OTHER
Bus,2024-01-04,Thursday,N,20,40,OTHER
Bus,2024-01-04,Thursday,W,20,40,OTHER
Bus,2024-01-04,Thursday,S,8,16,OTHER
Bus,2024-01-04,Thursday,S,12,24,OTHER
Bus,2024-01-04,Thursday,S,9,18,OTHER
Bus,2024-01-04,Thursday,W,9,18,OTHER
Bus,2024-01-04,Thursday,S,11,22,OTHER
Bus,2024-01-04,Thursday,W,9,19,OTHER
Bus,2024-01-04,Thursday,NA,15,30,OTHER
Bus,2024-01-04,Thursday,N,20,40,OTHER
Bus,2024-01-04,Thursday,NA,11,22,OTHER
Bus,2024-01-04,Thursday,W,6,12,OTHER
Bus,2024-01-04,Thursday,W,8,16,OTHER
Bus,2024-01-04,Thursday,N,10,20,OTHER
Bus,2024-01-04,Thursday,S,5,20,OTHER
Bus,2024-01-04,Thursday,S,10,20,OTHER
Bus,2024-01-04,Thursday,W,6,12,OTHER
