mode,date,day_of_week,bound,min_delay,min_gap,location,line
Streetcar,2024-02-04,Sunday,E,8,16,OTHER,501
Streetcar,2024-02-04,Sunday,S,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,5,10,OTHER,501
Streetcar,2024-02-04,Sunday,E,34,44,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,5,10,OTHER,501
Streetcar,2024-02-04,Sunday,NA,9,18,OTHER,510
Streetcar,2024-02-04,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,NA,163,173,OTHER,501
Streetcar,2024-02-04,Sunday,NA,163,173,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,OTHER,501
Streetcar,2024-02-04,Sunday,NA,94,104,OTHER,501
Streetcar,2024-02-04,Sunday,E,28,38,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,19,29,OTHER,501
Streetcar,2024-02-04,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,501
Streetcar,2024-02-04,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,12,22,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,501
Streetcar,2024-02-04,Sunday,NA,41,51,OTHER,510
Streetcar,2024-02-04,Sunday,N,10,20,OTHER,510
Streetcar,2024-02-04,Sunday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,20,30,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-04,Sunday,N,7,14,OTHER,501
Streetcar,2024-02-04,Sunday,E,15,25,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,N,0,0,OTHER,501
Streetcar,2024-02-04,Sunday,NA,0,0,OTHER,510
Streetcar,2024-02-04,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,E,57,67,OTHER,501
Streetcar,2024-02-04,Sunday,NA,26,36,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,20,30,OTHER,501
Streetcar,2024-02-04,Sunday,E,20,40,OTHER,OTHER
Streetcar,2024-02-04,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,0,0,OTHER,510
Streetcar,2024-02-05,Monday,E,23,33,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,S,17,47,OTHER,OTHER
Streetcar,2024-02-05,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,NA,14,24,OTHER,OTHER
Streetcar,2024-02-05,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,3,6,OTHER,OTHER
Streetcar,2024-02-05,Monday,NA,10,20,OTHER,501
Streetcar,2024-02-05,Monday,NA,8,16,OTHER,501
Streetcar,2024-02-05,Monday,W,8,16,OTHER,501
Streetcar,2024-02-05,Monday,W,5,10,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,10,20,OTHER,501
Streetcar,2024-02-05,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,8,18,OTHER,510
Streetcar,2024-02-05,Monday,E,8,16,OTHER,501
Streetcar,2024-02-05,Monday,NA,5,10,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,W,20,30,OTHER,501
Streetcar,2024-02-05,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,11,21,OTHER,510
Streetcar,2024-02-05,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,9,19,OTHER,510
Streetcar,2024-02-05,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,9,19,OTHER,510
Streetcar,2024-02-05,Monday,W,0,0,DUNDAS,OTHER
Streetcar,2024-02-05,Monday,W,15,25,OTHER,OTHER
Streetcar,2024-02-05,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,30,40,DUNDAS,OTHER
Streetcar,2024-02-05,Monday,N,90,100,OTHER,OTHER
Streetcar,2024-02-05,Monday,S,22,32,OTHER,OTHER
Streetcar,2024-02-05,Monday,NA,10,20,DUNDAS,OTHER
Streetcar,2024-02-05,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,N,9,19,OTHER,510
Streetcar,2024-02-05,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-02-05,Monday,S,0,0,OTHER,OTHER
Streetcar,2024-02-05,Monday,E,8,18,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,NA,24,44,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,S,15,35,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,30,60,DUNDAS,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,S,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,114,124,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,NA,10,20,DUNDAS,OTHER
Streetcar,2024-02-06,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,S,8,16,OTHER,510
Streetcar,2024-02-06,Tuesday,W,8,16,OTHER,501
Streetcar,2024-02-06,Tuesday,N,8,16,DUNDAS,510
Streetcar,2024-02-06,Tuesday,W,132,140,OTHER,501
Streetcar,2024-02-06,Tuesday,E,6,12,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,S,5,10,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,S,10,20,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,10,20,OTHER,501
Streetcar,2024-02-06,Tuesday,W,50,60,OTHER,501
Streetcar,2024-02-06,Tuesday,W,43,51,OTHER,501
Streetcar,2024-02-06,Tuesday,NA,4,7,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,N,10,20,DUNDAS,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,510
Streetcar,2024-02-06,Tuesday,S,9,18,OTHER,501
Streetcar,2024-02-06,Tuesday,S,0,0,OTHER,510
Streetcar,2024-02-06,Tuesday,W,90,100,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,86,94,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-06,Tuesday,E,21,31,OTHER,501
Streetcar,2024-02-06,Tuesday,S,9,18,OTHER,501
Streetcar,2024-02-06,Tuesday,E,44,54,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,5,10,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,E,27,37,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,W,24,34,OTHER,OTHER
Streetcar,2024-02-06,Tuesday,N,19,29,OTHER,510
Streetcar,2024-02-06,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,S,12,0,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,5,10,OTHER,501
Streetcar,2024-02-07,Wednesday,W,6,12,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,20,24,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,3,6,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,10,20,OTHER,501
Streetcar,2024-02-07,Wednesday,S,10,18,OTHER,510
Streetcar,2024-02-07,Wednesday,E,5,10,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,0,0,DUNDAS,OTHER
Streetcar,2024-02-07,Wednesday,S,10,20,DUNDAS,OTHER
Streetcar,2024-02-07,Wednesday,E,6,12,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,N,10,20,OTHER,501
Streetcar,2024-02-07,Wednesday,E,5,10,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,0,0,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,S,10,20,OTHER,510
Streetcar,2024-02-07,Wednesday,NA,5,10,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,10,20,OTHER,501
Streetcar,2024-02-07,Wednesday,S,13,23,OTHER,510
Streetcar,2024-02-07,Wednesday,N,10,20,OTHER,501
Streetcar,2024-02-07,Wednesday,N,7,17,OTHER,510
Streetcar,2024-02-07,Wednesday,N,7,17,OTHER,510
Streetcar,2024-02-07,Wednesday,N,10,20,OTHER,510
Streetcar,2024-02-07,Wednesday,E,4,7,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,S,10,20,OTHER,510
Streetcar,2024-02-07,Wednesday,N,8,18,OTHER,510
Streetcar,2024-02-07,Wednesday,W,4,7,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,10,20,OTHER,510
Streetcar,2024-02-07,Wednesday,S,10,20,OTHER,510
Streetcar,2024-02-07,Wednesday,E,71,81,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,5,10,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,9,18,OTHER,501
Streetcar,2024-02-07,Wednesday,E,5,10,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,E,10,20,OTHER,OTHER
Streetcar,2024-02-07,Wednesday,W,0,0,OTHER,510
Streetcar,2024-02-07,Wednesday,S,9,19,OTHER,510
Streetcar,2024-02-07,Wednesday,E,10,20,OTHER,501
Streetcar,2024-02-07,Wednesday,S,11,21,OTHER,510
Streetcar,2024-02-07,Wednesday,NA,0,0,OTHER,510
Streetcar,2024-02-08,Thursday,S,10,20,OTHER,510
Streetcar,2024-02-08,Thursday,E,0,0,OTHER,510
Streetcar,2024-02-08,Thursday,E,30,60,OTHER,OTHER
Streetcar,2024-02-08,Thursday,E,55,63,OTHER,501
Streetcar,2024-02-08,Thursday,S,26,41,DUNDAS,510
Streetcar,2024-02-08,Thursday,NA,0,0,OTHER,501
Streetcar,2024-02-08,Thursday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-08,Thursday,NA,8,16,OTHER,510
Streetcar,2024-02-08,Thursday,S,15,23,OTHER,510
Streetcar,2024-02-08,Thursday,S,15,23,OTHER,510
Streetcar,2024-02-08,Thursday,S,9,18,OTHER,OTHER
Streetcar,2024-02-08,Thursday,S,9,18,OTHER,OTHER
Streetcar,2024-02-08,Thursday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-08,Thursday,W,8,16,OTHER,501
Streetcar,2024-02-08,Thursday,N,10,20,OTHER,510
Streetcar,2024-02-08,Thursday,S,15,25,OTHER,510
Streetcar,2024-02-08,Thursday,S,10,20,OTHER,510
Streetcar,2024-02-08,Thursday,NA,15,25,OTHER,501
Streetcar,2024-02-08,Thursday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-08,Thursday,E,0,0,OTHER,OTHER
Streetcar,2024-02-08,Thursday,N,10,20,OTHER,510
Streetcar,2024-02-08,Thursday,W,9,18,OTHER,501
Streetcar,2024-02-08,Thursday,W,0,0,OTHER,OTHER
Streetcar,2024-02-08,Thursday,E,0,0,OTHER,OTHER
Streetcar,2024-02-08,Thursday,W,22,32,OTHER,501
Streetcar,2024-02-08,Thursday,S,10,20,OTHER,501
Streetcar,2024-02-08,Thursday,N,10,20,OTHER,OTHER
Streetcar,2024-02-08,Thursday,S,10,20,DUNDAS,510
Streetcar,2024-02-08,Thursday,E,10,20,DUNDAS,OTHER
Streetcar,2024-02-08,Thursday,NA,90,100,OTHER,OTHER
Streetcar,2024-02-08,Thursday,E,12,22,OTHER,OTHER
Streetcar,2024-02-08,Thursday,E,10,20,OTHER,OTHER
Streetcar,2024-02-08,Thursday,W,0,0,DUNDAS,OTHER
Streetcar,2024-02-09,Friday,N,17,27,OTHER,OTHER
Streetcar,2024-02-09,Friday,E,30,60,OTHER,510
Streetcar,2024-02-09,Friday,E,20,37,OTHER,OTHER
Streetcar,2024-02-09,Friday,E,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,22,47,OTHER,OTHER
Streetcar,2024-02-09,Friday,E,10,20,OTHER,501
Streetcar,2024-02-09,Friday,NA,25,25,OTHER,OTHER
Streetcar,2024-02-09,Friday,N,11,20,OTHER,510
Streetcar,2024-02-09,Friday,W,32,0,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,4,8,OTHER,OTHER
Streetcar,2024-02-09,Friday,S,6,12,OTHER,OTHER
Streetcar,2024-02-09,Friday,S,10,20,OTHER,510
Streetcar,2024-02-09,Friday,E,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,13,23,OTHER,OTHER
Streetcar,2024-02-09,Friday,S,23,33,OTHER,501
Streetcar,2024-02-09,Friday,W,28,33,OTHER,OTHER
Streetcar,2024-02-09,Friday,E,12,17,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-09,Friday,W,5,10,OTHER,501
Streetcar,2024-02-09,Friday,E,109,115,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,21,31,OTHER,501
Streetcar,2024-02-09,Friday,W,109,115,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,17,27,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,15,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,5,10,OTHER,501
Streetcar,2024-02-09,Friday,NA,16,26,OTHER,OTHER
Streetcar,2024-02-09,Friday,W,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,N,35,45,DUNDAS,510
Streetcar,2024-02-09,Friday,E,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,E,15,25,DUNDAS,OTHER
Streetcar,2024-02-09,Friday,W,0,0,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-09,Friday,NA,164,174,OTHER,510
Streetcar,2024-02-09,Friday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-09,Friday,E,10,20,OTHER,510
Streetcar,2024-02-09,Friday,E,10,20,DUNDAS,OTHER
Streetcar,2024-02-09,Friday,W,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,40,0,OTHER,OTHER
Streetcar,2024-02-10,Saturday,NA,25,50,OTHER,OTHER
Streetcar,2024-02-10,Saturday,NA,0,0,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,NA,11,32,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,501
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,W,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,N,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,W,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,N,5,10,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,9,17,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,501
Streetcar,2024-02-10,Saturday,S,8,16,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,W,5,10,OTHER,501
Streetcar,2024-02-10,Saturday,W,30,40,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,N,10,58,OTHER,OTHER
Streetcar,2024-02-10,Saturday,N,10,20,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,W,5,10,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,W,15,25,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,E,5,10,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,10,34,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,W,6,12,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,6,12,OTHER,OTHER
Streetcar,2024-02-10,Saturday,N,5,10,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,N,37,47,OTHER,510
Streetcar,2024-02-10,Saturday,E,17,26,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,0,0,OTHER,501
Streetcar,2024-02-10,Saturday,N,10,42,OTHER,OTHER
Streetcar,2024-02-10,Saturday,S,0,0,OTHER,OTHER
Streetcar,2024-02-10,Saturday,S,10,20,OTHER,510
Streetcar,2024-02-10,Saturday,W,11,21,DUNDAS,OTHER
Streetcar,2024-02-10,Saturday,S,37,47,OTHER,510
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,18,28,OTHER,OTHER
Streetcar,2024-02-10,Saturday,W,0,0,OTHER,501
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-10,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,S,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,0,0,OTHER,510
Streetcar,2024-02-11,Sunday,W,15,30,OTHER,501
Streetcar,2024-02-11,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,S,10,20,DUNDAS,510
Streetcar,2024-02-11,Sunday,NA,9,18,DUNDAS,510
Streetcar,2024-02-11,Sunday,E,24,34,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,9,18,OTHER,501
Streetcar,2024-02-11,Sunday,E,9,18,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,14,24,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,8,16,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,501
Streetcar,2024-02-11,Sunday,S,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,6,12,OTHER,OTHER
Streetcar,2024-02-11,Sunday,N,10,20,OTHER,510
Streetcar,2024-02-11,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,23,33,DUNDAS,OTHER
Streetcar,2024-02-11,Sunday,E,24,34,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,5,10,OTHER,501
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,501
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,501
Streetcar,2024-02-11,Sunday,E,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,501
Streetcar,2024-02-11,Sunday,S,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,N,10,20,OTHER,510
Streetcar,2024-02-11,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-02-11,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-02-11,Sunday,E,9,19,OTHER,OTHER
Streetcar,2024-02-11,Sunday,S,10,20,DUNDAS,510
Streetcar,2024-02-11,Sunday,E,10,20,DUNDAS,OTHER
Streetcar,2024-02-11,Sunday,E,60,70,OTHER,501
Streetcar,2024-02-11,Sunday,W,94,104,OTHER,501
Streetcar,2024-02-11,Sunday,E,5,10,DUNDAS,OTHER
Streetcar,2024-02-11,Sunday,E,3,13,OTHER,501
Streetcar,2024-02-11,Sunday,W,20,40,OTHER,OTHER
Streetcar,2024-02-12,Monday,NA,0,0,DUNDAS,OTHER
Streetcar,2024-02-12,Monday,N,5,10,OTHER,501
Streetcar,2024-02-12,Monday,NA,0,0,OTHER,501
Streetcar,2024-02-12,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,10,20,OTHER,501
Streetcar,2024-02-12,Monday,E,3,6,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,10,20,OTHER,501
Streetcar,2024-02-12,Monday,E,19,29,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,8,16,OTHER,510
Streetcar,2024-02-12,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,5,10,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,5,10,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,10,20,DUNDAS,OTHER
Streetcar,2024-02-12,Monday,W,11,21,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,11,21,OTHER,501
Streetcar,2024-02-12,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,8,18,OTHER,510
Streetcar,2024-02-12,Monday,W,10,20,OTHER,501
Streetcar,2024-02-12,Monday,W,4,7,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,NA,7,17,OTHER,510
Streetcar,2024-02-12,Monday,E,9,18,OTHER,501
Streetcar,2024-02-12,Monday,W,15,25,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,48,58,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,10,20,OTHER,501
Streetcar,2024-02-12,Monday,S,10,20,OTHER,510
Streetcar,2024-02-12,Monday,E,32,36,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,4,7,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,5,15,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,9,18,OTHER,501
Streetcar,2024-02-12,Monday,N,9,18,OTHER,501
Streetcar,2024-02-12,Monday,E,27,37,OTHER,OTHER
Streetcar,2024-02-12,Monday,E,6,12,OTHER,OTHER
Streetcar,2024-02-12,Monday,S,10,20,OTHER,510
Streetcar,2024-02-12,Monday,E,9,18,OTHER,501
Streetcar,2024-02-12,Monday,E,30,40,DUNDAS,OTHER
Streetcar,2024-02-12,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,NA,50,60,DUNDAS,OTHER
Streetcar,2024-02-12,Monday,E,9,18,OTHER,501
Streetcar,2024-02-12,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-12,Monday,E,40,50,OTHER,OTHER
Streetcar,2024-02-12,Monday,E,40,50,OTHER,501
Streetcar,2024-02-12,Monday,E,0,0,OTHER,OTHER
Streetcar,2024-02-12,Monday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-12,Monday,NA,0,0,OTHER,OTHER
Streetcar,2024-02-12,Monday,N,49,0,OTHER,501
Streetcar,2024-02-13,Tuesday,E,12,22,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,12,22,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,5,10,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,9,18,OTHER,510
Streetcar,2024-02-13,Tuesday,E,3,6,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,NA,6,12,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,3,6,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,81,89,OTHER,510
Streetcar,2024-02-13,Tuesday,W,10,14,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,NA,9,18,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,8,16,OTHER,501
Streetcar,2024-02-13,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,6,14,OTHER,510
Streetcar,2024-02-13,Tuesday,W,20,29,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,8,16,OTHER,501
Streetcar,2024-02-13,Tuesday,S,8,11,OTHER,501
Streetcar,2024-02-13,Tuesday,N,8,18,OTHER,501
Streetcar,2024-02-13,Tuesday,W,8,18,OTHER,510
Streetcar,2024-02-13,Tuesday,W,5,10,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,66,76,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,3,7,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,3,7,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,5,10,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,8,18,OTHER,510
Streetcar,2024-02-13,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,4,7,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,10,20,DUNDAS,OTHER
Streetcar,2024-02-13,Tuesday,E,10,20,DUNDAS,OTHER
Streetcar,2024-02-13,Tuesday,S,3,7,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,9,19,OTHER,510
Streetcar,2024-02-13,Tuesday,W,9,18,OTHER,501
Streetcar,2024-02-13,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,N,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,9,18,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,9,19,OTHER,510
Streetcar,2024-02-13,Tuesday,W,10,20,DUNDAS,OTHER
Streetcar,2024-02-13,Tuesday,E,8,16,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,S,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,E,9,18,OTHER,501
Streetcar,2024-02-13,Tuesday,E,30,40,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-02-13,Tuesday,W,10,20,DUNDAS,OTHER
