mode,date,day_of_week,bound,min_delay,min_gap,location,line
Streetcar,2024-01-01,Monday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,E,52,72,OTHER,OTHER
Streetcar,2024-01-01,Monday,N,0,0,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,37,0,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,E,78,93,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,74,84,OTHER,501
Streetcar,2024-01-01,Monday,W,39,49,OTHER,501
Streetcar,2024-01-01,Monday,E,6,18,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,13,28,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,15,30,OTHER,501
Streetcar,2024-01-01,Monday,NA,10,40,OTHER,510
Streetcar,2024-01-01,Monday,NA,7,13,OTHER,501
Streetcar,2024-01-01,Monday,E,12,24,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,39,49,OTHER,501
Streetcar,2024-01-01,Monday,W,3,13,OTHER,501
Streetcar,2024-01-01,Monday,E,5,15,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,5,17,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,3,15,OTHER,501
Streetcar,2024-01-01,Monday,E,4,12,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,4,14,OTHER,501
Streetcar,2024-01-01,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,10,20,OTHER,501
Streetcar,2024-01-01,Monday,E,10,20,OTHER,501
Streetcar,2024-01-01,Monday,W,7,17,OTHER,OTHER
Streetcar,2024-01-01,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,E,50,58,OTHER,501
Streetcar,2024-01-01,Monday,E,25,0,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,8,18,OTHER,OTHER
Streetcar,2024-01-01,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,4,14,OTHER,501
Streetcar,2024-01-01,Monday,E,8,16,OTHER,501
Streetcar,2024-01-01,Monday,S,7,14,OTHER,OTHER
Streetcar,2024-01-01,Monday,NA,5,17,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,W,6,12,OTHER,OTHER
Streetcar,2024-01-01,Monday,N,6,12,OTHER,501
Streetcar,2024-01-01,Monday,N,5,15,OTHER,501
Streetcar,2024-01-01,Monday,W,20,30,OTHER,501
Streetcar,2024-01-01,Monday,W,6,12,OTHER,501
Streetcar,2024-01-01,Monday,W,6,12,OTHER,501
Streetcar,2024-01-01,Monday,N,10,20,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,3,7,OTHER,510
Streetcar,2024-01-01,Monday,W,9,18,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,NA,12,22,OTHER,510
Streetcar,2024-01-01,Monday,NA,7,17,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,18,28,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,NA,8,18,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,31,41,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,7,17,OTHER,OTHER
Streetcar,2024-01-01,Monday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-01,Monday,N,10,20,OTHER,510
Streetcar,2024-01-01,Monday,E,5,15,OTHER,OTHER
Streetcar,2024-01-01,Monday,W,10,20,OTHER,501
Streetcar,2024-01-01,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,8,18,DUNDAS,OTHER
Streetcar,2024-01-01,Monday,E,17,0,OTHER,OTHER
Streetcar,2024-01-01,Monday,E,17,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,26,41,OTHER,510
Streetcar,2024-01-02,Tuesday,W,4,12,OTHER,501
Streetcar,2024-01-02,Tuesday,NA,8,16,OTHER,501
Streetcar,2024-01-02,Tuesday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,N,9,18,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,7,15,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,3,8,OTHER,501
Streetcar,2024-01-02,Tuesday,N,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,W,6,12,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,6,12,OTHER,501
Streetcar,2024-01-02,Tuesday,S,28,38,OTHER,501
Streetcar,2024-01-02,Tuesday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-02,Tuesday,E,6,12,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,S,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,W,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,10,20,OTHER,501
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,510
Streetcar,2024-01-02,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,20,30,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,20,30,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,20,30,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,0,0,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,E,20,30,OTHER,501
Streetcar,2024-01-02,Tuesday,E,20,30,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-02,Tuesday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-03,Wednesday,NA,17,34,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,E,7,15,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,0,0,OTHER,501
Streetcar,2024-01-03,Wednesday,S,7,15,OTHER,501
Streetcar,2024-01-03,Wednesday,W,6,12,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,7,17,OTHER,510
Streetcar,2024-01-03,Wednesday,E,10,19,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,E,15,23,OTHER,501
Streetcar,2024-01-03,Wednesday,E,0,0,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,7,14,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,7,15,OTHER,501
Streetcar,2024-01-03,Wednesday,N,6,12,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,N,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,8,16,OTHER,501
Streetcar,2024-01-03,Wednesday,E,6,12,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,8,16,OTHER,501
Streetcar,2024-01-03,Wednesday,NA,23,33,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,S,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,5,10,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,N,0,0,DUNDAS,OTHER
Streetcar,2024-01-03,Wednesday,E,3,8,OTHER,501
Streetcar,2024-01-03,Wednesday,N,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,6,12,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-03,Wednesday,N,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,123,133,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,109,119,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,6,12,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,S,10,20,OTHER,501
Streetcar,2024-01-03,Wednesday,E,4,0,OTHER,501
Streetcar,2024-01-03,Wednesday,S,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,N,40,50,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,5,10,OTHER,501
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,501
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,NA,10,20,OTHER,501
Streetcar,2024-01-03,Wednesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,7,17,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,12,24,OTHER,501
Streetcar,2024-01-03,Wednesday,N,0,0,OTHER,OTHER
Streetcar,2024-01-03,Wednesday,W,0,0,OTHER,501
Streetcar,2024-01-04,Thursday,W,46,66,DUNDAS,OTHER
Streetcar,2024-01-04,Thursday,NA,30,55,OTHER,OTHER
Streetcar,2024-01-04,Thursday,NA,6,12,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-04,Thursday,S,3,6,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,5,10,OTHER,501
Streetcar,2024-01-04,Thursday,W,0,0,OTHER,501
Streetcar,2024-01-04,Thursday,W,3,6,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,0,0,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,3,6,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,8,16,OTHER,501
Streetcar,2024-01-04,Thursday,S,5,10,OTHER,501
Streetcar,2024-01-04,Thursday,W,8,16,OTHER,501
Streetcar,2024-01-04,Thursday,W,8,16,OTHER,501
Streetcar,2024-01-04,Thursday,NA,10,19,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,20,28,OTHER,501
Streetcar,2024-01-04,Thursday,W,5,10,OTHER,OTHER
Streetcar,2024-01-04,Thursday,N,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,22,32,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,6,16,OTHER,OTHER
Streetcar,2024-01-04,Thursday,W,0,0,OTHER,OTHER
Streetcar,2024-01-04,Thursday,NA,10,20,OTHER,501
Streetcar,2024-01-04,Thursday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-04,Thursday,E,15,25,DUNDAS,OTHER
Streetcar,2024-01-04,Thursday,E,0,0,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,N,5,10,OTHER,501
Streetcar,2024-01-04,Thursday,N,9,19,OTHER,510
Streetcar,2024-01-04,Thursday,NA,10,20,OTHER,510
Streetcar,2024-01-04,Thursday,N,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,34,44,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,30,40,OTHER,OTHER
Streetcar,2024-01-04,Thursday,S,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,E,10,20,OTHER,501
Streetcar,2024-01-04,Thursday,N,10,20,OTHER,OTHER
Streetcar,2024-01-04,Thursday,N,17,24,OTHER,501
Streetcar,2024-01-04,Thursday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,15,25,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,17,25,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,5,10,OTHER,501
Streetcar,2024-01-05,Friday,NA,30,60,OTHER,OTHER
Streetcar,2024-01-05,Friday,NA,15,33,OTHER,OTHER
Streetcar,2024-01-05,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,N,6,14,OTHER,501
Streetcar,2024-01-05,Friday,E,8,16,OTHER,501
Streetcar,2024-01-05,Friday,NA,20,30,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,22,32,OTHER,OTHER
Streetcar,2024-01-05,Friday,S,9,18,OTHER,501
Streetcar,2024-01-05,Friday,W,8,16,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,0,0,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,12,22,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,19,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-05,Friday,E,5,10,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,20,OTHER,501
Streetcar,2024-01-05,Friday,E,9,18,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,18,27,OTHER,OTHER
Streetcar,2024-01-05,Friday,NA,10,20,OTHER,510
Streetcar,2024-01-05,Friday,S,10,20,OTHER,501
Streetcar,2024-01-05,Friday,W,10,20,OTHER,501
Streetcar,2024-01-05,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,9,18,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,18,28,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,0,0,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,5,10,OTHER,501
Streetcar,2024-01-05,Friday,W,0,0,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,0,0,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,10,20,OTHER,501
Streetcar,2024-01-05,Friday,N,9,19,OTHER,510
Streetcar,2024-01-05,Friday,W,10,20,OTHER,510
Streetcar,2024-01-05,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,3,7,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,25,35,DUNDAS,OTHER
Streetcar,2024-01-05,Friday,N,10,20,OTHER,510
Streetcar,2024-01-05,Friday,N,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,20,OTHER,501
Streetcar,2024-01-05,Friday,E,52,62,OTHER,501
Streetcar,2024-01-05,Friday,E,22,23,OTHER,501
Streetcar,2024-01-05,Friday,S,9,19,DUNDAS,OTHER
Streetcar,2024-01-05,Friday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,W,15,25,OTHER,OTHER
Streetcar,2024-01-05,Friday,S,15,25,OTHER,510
Streetcar,2024-01-05,Friday,W,5,10,OTHER,OTHER
Streetcar,2024-01-05,Friday,N,13,23,OTHER,OTHER
Streetcar,2024-01-05,Friday,E,10,20,OTHER,OTHER
Streetcar,2024-01-05,Friday,S,0,0,OTHER,OTHER
Streetcar,2024-01-05,Friday,NA,0,0,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,0,0,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,E,30,60,OTHER,OTHER
Streetcar,2024-01-06,Saturday,NA,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,E,9,18,OTHER,501
Streetcar,2024-01-06,Saturday,W,9,18,OTHER,501
Streetcar,2024-01-06,Saturday,NA,0,0,OTHER,510
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,S,8,16,OTHER,510
Streetcar,2024-01-06,Saturday,W,5,10,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,9,18,OTHER,501
Streetcar,2024-01-06,Saturday,NA,6,12,OTHER,OTHER
Streetcar,2024-01-06,Saturday,S,9,18,OTHER,501
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,10,0,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,12,24,OTHER,501
Streetcar,2024-01-06,Saturday,S,8,16,OTHER,OTHER
Streetcar,2024-01-06,Saturday,N,18,28,OTHER,510
Streetcar,2024-01-06,Saturday,S,8,16,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,9,18,OTHER,501
Streetcar,2024-01-06,Saturday,N,0,0,OTHER,OTHER
Streetcar,2024-01-06,Saturday,N,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,N,8,16,DUNDAS,510
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,5,10,OTHER,501
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,S,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,46,56,DUNDAS,OTHER
Streetcar,2024-01-06,Saturday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-06,Saturday,W,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,S,10,20,OTHER,510
Streetcar,2024-01-06,Saturday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-06,Saturday,E,5,10,OTHER,501
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,501
Streetcar,2024-01-06,Saturday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,10,20,DUNDAS,OTHER
Streetcar,2024-01-06,Saturday,E,0,0,OTHER,510
Streetcar,2024-01-06,Saturday,E,63,73,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,59,69,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,65,75,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,44,54,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,10,20,DUNDAS,OTHER
Streetcar,2024-01-06,Saturday,E,10,20,OTHER,OTHER
Streetcar,2024-01-06,Saturday,E,0,0,OTHER,OTHER
Streetcar,2024-01-06,Saturday,W,30,40,OTHER,501
Streetcar,2024-01-07,Sunday,W,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,21,31,OTHER,OTHER
Streetcar,2024-01-07,Sunday,S,65,95,OTHER,510
Streetcar,2024-01-07,Sunday,NA,0,0,DUNDAS,OTHER
Streetcar,2024-01-07,Sunday,W,75,85,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,15,30,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,13,38,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,0,0,OTHER,OTHER
Streetcar,2024-01-07,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,19,28,OTHER,501
Streetcar,2024-01-07,Sunday,NA,8,16,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,9,18,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,8,16,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,8,18,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,19,29,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,9,19,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,NA,31,41,OTHER,501
Streetcar,2024-01-07,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,31,41,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,0,0,OTHER,501
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,501
Streetcar,2024-01-07,Sunday,NA,40,50,OTHER,OTHER
Streetcar,2024-01-07,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,501
Streetcar,2024-01-07,Sunday,S,20,15,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,11,22,DUNDAS,OTHER
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,NA,13,23,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,S,18,28,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,510
Streetcar,2024-01-07,Sunday,NA,30,50,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,510
Streetcar,2024-01-07,Sunday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,N,10,20,OTHER,510
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,12,17,OTHER,501
Streetcar,2024-01-07,Sunday,W,10,20,OTHER,501
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,0,0,OTHER,OTHER
Streetcar,2024-01-07,Sunday,E,10,20,OTHER,OTHER
Streetcar,2024-01-07,Sunday,W,5,10,OTHER,501
Streetcar,2024-01-07,Sunday,S,10,20,OTHER,510
Streetcar,2024-01-08,Monday,W,72,82,OTHER,501
Streetcar,2024-01-08,Monday,W,72,82,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,15,25,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,5,10,OTHER,501
Streetcar,2024-01-08,Monday,W,5,10,OTHER,501
Streetcar,2024-01-08,Monday,W,5,10,OTHER,501
Streetcar,2024-01-08,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,0,0,OTHER,510
Streetcar,2024-01-08,Monday,S,0,0,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,4,8,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,12,16,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,5,15,OTHER,OTHER
Streetcar,2024-01-08,Monday,S,8,16,OTHER,501
Streetcar,2024-01-08,Monday,E,12,22,OTHER,OTHER
Streetcar,2024-01-08,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,20,30,OTHER,501
Streetcar,2024-01-08,Monday,S,10,20,DUNDAS,OTHER
Streetcar,2024-01-08,Monday,N,8,18,OTHER,510
Streetcar,2024-01-08,Monday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,10,20,OTHER,501
Streetcar,2024-01-08,Monday,N,9,19,OTHER,510
Streetcar,2024-01-08,Monday,E,20,30,OTHER,501
Streetcar,2024-01-08,Monday,W,20,40,OTHER,OTHER
Streetcar,2024-01-08,Monday,S,10,20,OTHER,510
Streetcar,2024-01-08,Monday,N,110,120,OTHER,501
Streetcar,2024-01-08,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,S,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,N,9,19,OTHER,510
Streetcar,2024-01-08,Monday,N,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,N,12,22,OTHER,510
Streetcar,2024-01-08,Monday,S,9,19,OTHER,510
Streetcar,2024-01-08,Monday,E,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,10,20,OTHER,OTHER
Streetcar,2024-01-08,Monday,E,7,27,OTHER,OTHER
Streetcar,2024-01-08,Monday,W,0,0,OTHER,OTHER
Streetcar,2024-01-08,Monday,S,6,26,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,N,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,W,22,37,OTHER,510
Streetcar,2024-01-09,Tuesday,NA,0,0,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,W,11,26,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,E,44,54,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,E,22,32,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,W,63,83,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,NA,15,24,OTHER,501
Streetcar,2024-01-09,Tuesday,E,9,18,OTHER,501
Streetcar,2024-01-09,Tuesday,W,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,N,0,0,OTHER,510
Streetcar,2024-01-09,Tuesday,S,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,W,7,17,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,S,0,0,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,E,20,30,OTHER,501
Streetcar,2024-01-09,Tuesday,E,20,30,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,W,15,19,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,E,15,35,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,W,9,18,OTHER,501
Streetcar,2024-01-09,Tuesday,W,15,24,OTHER,501
Streetcar,2024-01-09,Tuesday,W,15,24,OTHER,501
Streetcar,2024-01-09,Tuesday,W,13,23,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,NA,44,54,DUNDAS,OTHER
Streetcar,2024-01-09,Tuesday,NA,39,49,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,NA,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,S,8,16,OTHER,501
Streetcar,2024-01-09,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,W,5,10,OTHER,501
Streetcar,2024-01-09,Tuesday,W,5,10,OTHER,501
Streetcar,2024-01-09,Tuesday,S,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,E,10,20,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,E,5,10,OTHER,OTHER
Streetcar,2024-01-09,Tuesday,E,3,7,OTHER,OTHER
